238,75616,58753,9
239,34301,19660,39
240,60049,28603,72
241,14014,35191,16
242,28361,75063,71
243,47215,77319,70
244,25085,35641,48
245,53870,1671,54
246,14362,52185,84
247,63587,7398,87
248,79844,67731,86
249,94374,14527,64
250,34388,62749,78
251,75532,47791,50
252,38636,63977,43
253,3783,42519,44
254,1596,92920,59
255,85810,40052,21
256,89379,16104,54
257,87215,38743,96
258,49608,52159,92
259,73154,78177,79
260,52184,55930,24
261,77506,87072,11
262,79633,11492,54
263,7095,14024,69
264,42797,9967,24
265,40041,67155,16
266,99482,77458,75
267,42356,97773,4
268,11738,7457,70
269,50825,29455,61
270,42632,62281,29
271,95617,8012,47
272,49229,3727,88
273,34715,76036,37
274,61493,81393,11
275,65171,71924,40
276,26584,97902,40
277,87653,27360,15
278,27909,15465,19
279,31569,32143,15
280,33657,57268,40
281,81042,11105,64
282,86243,21073,59
283,29713,43851,27
284,61574,51457,43
285,88993,88878,21
286,982,26924,58
287,68413,71737,49
288,86033,6010,70
289,58429,93036,86
290,15212,61469,86
291,67534,30666,15
292,67976,82763,95
293,98644,94966,77
294,19288,6327,8
295,67052,19097,79
296,93768,54017,43
297,30685,95019,91
298,31862,84770,14
299,43765,7903,9
300,39017,91707,5
301,68146,27575,57
302,34148,11856,34
303,19115,5894,29
304,66123,58932,58
305,47203,89767,25
306,63290,76547,46
307,74208,99743,79
308,8299,16584,3
309,69217,83366,93
310,69626,44570,22
311,59285,90444,29
312,67466,43163,93
313,7501,63489,5
314,92558,57796,68
315,59628,42153,73
316,56177,47021,7
317,7301,19775,16
318,28571,64697,33
319,80073,5156,4
320,85245,89593,53
321,11545,61441,104
322,29398,92747,63
323,27360,61356,2
324,62484,56111,66
325,71386,5291,67
326,67572,7622,92
327,4889,68605,33
328,4390,78643,71
329,91267,22089,36
330,93223,47539,7
331,22035,41693,38
332,4627,96408,70
333,93438,94986,79
334,53187,37597,8
335,5288,61406,41
336,25014,69224,19
337,57652,38011,77
338,31576,15914,103
339,90796,85594,79
340,61290,82920,92
341,79123,86538,59
342,92493,20138,73
343,2527,54750,52
344,43600,29333,57
345,84196,36838,30
346,87175,1835,31
347,68444,61993,76
348,92689,41232,78
349,42552,6646,69
350,23776,50907,68
351,2298,63454,7
352,44689,30196,91
353,14952,68823,69
354,16520,17881,59
355,87165,22448,62
356,83383,61905,47
357,84463,5713,55
358,92294,76745,91
359,85889,67689,32
360,62315,43281,77
361,58527,99530,3
362,68941,62880,70
363,7222,29046,27
364,84921,57332,100
365,53029,10202,49
366,43043,81701,10
367,73816,25268,41
368,47054,60025,100
369,71252,66582,89
370,67270,12307,70
371,52412,59840,1
372,23914,68323,70
373,15425,88772,78
374,84804,67465,90
375,52642,75821,12
376,81839,73045,66
377,13775,79910,23
378,60877,97094,7
379,46043,81492,37
380,27982,41501,43
381,26067,60493,52
382,30188,93328,87
383,22043,78663,100
384,78513,17541,49
385,3502,40827,37
386,79063,63830,68
387,945,77421,74
388,84036,50658,100
389,40721,81378,98
390,82978,91280,85
391,91798,65453,7
392,53852,51839,45
393,35980,82722,5
394,80649,9621,69
395,10772,97827,21
396,58044,94389,72
397,59258,41238,56
398,38718,36066,2
399,84335,17425,20
400,29635,72028,80
401,15777,85408,90
402,75149,82697,11
403,32386,79334,77
404,77019,91921,57
405,48266,81650,4
406,98023,72782,29
407,2519,28924,17
408,9982,11169,88
409,744,74909,33
410,65926,12091,56
411,82790,48018,99
412,303,16546,49
413,98496,92571,16
414,58673,17250,94
415,40992,44534,23
416,53326,7709,72
417,3511,63220,26
418,52779,85777,81
419,91887,75915,41
420,27321,60882,30
421,70191,31198,11
422,84734,74004,22
423,36917,81058,55
424,26038,2146,11
425,55063,24970,49
426,74056,93201,25
427,60831,32432,6
428,25975,39352,82
429,57743,17143,92
430,41071,23754,85
431,72929,61618,97
432,73038,31501,53
433,16477,47835,91
434,84586,67163,9
435,49025,93038,18
436,45537,68199,56
437,4157,75839,91
438,81448,70723,100
439,55594,32521,58
440,3145,56439,17
441,84372,19217,101
442,69553,29015,94
443,76997,88473,58
444,12235,93972,77
445,80380,29425,76
446,96252,7352,72
447,92784,91485,79
448,93880,55,91
449,45822,29555,62
450,56946,11882,2
451,20998,528,37
452,69896,1567,98
453,65414,25589,59
454,3697,21712,97
455,27443,94659,43
456,74657,57452,71
457,90831,158,18
458,42845,89167,33
459,98669,63976,81
460,21752,80421,24
461,74261,2307,94
462,61658,48236,80
463,57407,72609,25
464,6014,49606,55
465,66591,51842,67
466,7650,898,98
467,54466,65976,80
468,99041,75173,27
469,54935,68993,58
470,6149,10462,46
471,97538,67629,30
472,44576,81269,78
473,26867,80619,49
474,92672,11774,74
475,2540,64361,70
476,53081,25891,18
477,35134,24327,81
478,43246,8464,64
479,83250,35612,53
480,43724,30749,42
481,84265,27373,28
482,76062,49855,73
483,34423,32079,89
484,55735,51611,3
485,664,13443,15
486,20018,8758,60
487,72862,73830,9
488,50542,98375,103
489,96974,41431,6
490,3550,70589,102
491,82417,18872,80
492,88280,26585,58
493,15559,57440,20
494,34170,95393,85
495,89907,22115,90
496,89449,95962,33
497,50002,94893,37
498,48076,78310,77
499,43822,22179,60
500,71720,96256,61
501,88529,56692,26
502,44637,80433,53
503,2061,60607,22
504,79859,32417,31
505,98288,31609,26
506,97341,25293,33
507,56335,98067,95
508,71640,23075,82
509,94958,42123,41
510,2972,63613,80
511,80238,12919,42
512,39094,11285,23
513,32814,1328,19
514,91303,59077,40
515,61455,20593,74
516,91377,16149,100
517,84885,49701,54
518,6553,76856,89
519,13762,65113,19
520,21777,9131,5
521,25635,43271,100
522,93675,81327,57
523,65024,6572,21
524,52424,43305,33
525,11088,87145,39
526,23778,89141,56
527,21017,52404,101
528,40487,94132,13
529,33686,90443,8
530,26156,88714,17
531,89851,39976,1
532,14360,68169,15
533,9778,40679,3
534,10556,4328,15
535,44588,7527,26
536,95637,20231,75
537,10991,26614,11
538,94839,31574,51
539,98349,12106,34
540,91645,64899,77
541,18013,42323,13
542,2810,99230,81
543,89650,62252,36
544,59145,12164,80
545,78105,22357,45
546,64538,98641,74
547,73570,17749,11
548,83857,64018,94
549,26808,14748,24
550,87274,74834,33
551,60088,32201,41
552,12494,79697,65
553,63344,69110,65
554,49549,55647,98
555,22211,33017,3
556,81443,34694,1
557,26919,22067,43
558,96019,64959,5
559,74574,93465,24
560,45395,58065,62
561,58984,12289,80
562,93603,22367,80
563,15448,44923,89
564,92737,99791,37
565,39948,22479,64
566,9014,50749,79
567,46918,19517,60
568,44935,89438,45
569,97657,10604,82
570,71939,97644,10
571,23270,18180,29
572,54769,58003,70
573,94290,49953,50
574,2643,61693,20
575,19822,99457,1
576,11021,19117,45
577,19028,77657,28
578,45126,49652,11
579,68816,52910,69
580,78967,22311,53
581,48828,12072,44
582,3525,67665,54
583,22880,92211,63
584,62249,54248,98
585,66760,60559,36
586,70227,77223,9
587,13020,93844,39
588,3043,8480,57
589,36655,85520,45
590,92477,14994,13
591,74801,95423,42
592,8549,86229,35
593,15451,8277,28
594,79690,24270,39
595,30727,57931,64
596,73226,73122,39
597,27599,69809,38
598,2341,9862,32
599,1011,55892,5
600,43452,13792,76
601,25114,71558,61
602,52669,79213,88
603,47034,49562,27
604,57046,26241,96
605,62410,440,28
606,42653,69733,52
607,99300,18345,90
608,42174,75441,102
609,69925,51831,25
610,71094,98727,65
611,94392,3601,56
612,93683,60844,67
613,5291,59258,30
614,41378,39192,46
615,10257,80263,3
616,26809,45527,95
617,31208,78448,4
618,66100,41982,8
619,1845,27640,16
620,78440,92125,79
621,70343,2650,48
622,43566,2122,40
623,68018,33728,28
624,81449,95457,11
625,91775,51773,29
626,23761,85739,15
627,19163,27841,94
628,85702,75639,14
629,72740,68661,10
630,79492,42994,91
631,13665,29204,61
632,80788,78151,47
633,96316,68737,87
634,72064,83027,71
635,55316,36466,57
636,13424,60873,70
637,77585,41113,96
638,82248,89969,93
639,33793,11306,50
640,4609,59201,104
641,4791,13825,23
642,26971,4831,3
643,40357,83179,86
644,78026,7686,17
645,92970,13513,28
646,54452,56262,19
647,61093,80143,8
648,25596,51603,51
649,8392,88722,1
650,20494,78357,38
651,55099,9073,72
652,48698,33143,32
653,31035,29727,43
654,78366,92162,62
655,52862,18527,75
656,33484,92388,74
657,68196,95754,68
658,3963,67461,90
659,94564,61158,99
660,1878,83499,104
661,21377,78448,21
662,21067,66248,98
663,57706,92002,79
664,64227,57950,29
665,28221,34401,104
666,12022,48396,57
667,79990,10617,16
668,77046,19126,75
669,76925,74333,76
670,95576,21985,60
671,60360,67036,22
672,86314,43054,28
673,82032,92705,70
674,55548,55788,78
675,93840,54500,4
676,70905,59130,104
677,35305,50222,91
678,71326,10539,29
679,34927,20583,62
680,80024,56652,49
681,49924,86573,16
682,11531,95065,88
683,852,28278,81
684,61801,34999,99
685,43365,24706,32
686,16883,20543,38
687,74346,87314,49
688,81326,57633,40
689,39670,85324,29
690,29908,19969,25
691,94609,75380,27
692,54889,54060,29
693,51514,23449,73
694,17602,15852,103
695,30243,93524,60
696,77789,48863,21
697,92305,54295,47
698,86103,69547,65
699,10299,31323,83
700,91418,37828,16
701,51565,35638,70
702,98404,7235,98
703,9961,55856,17
704,56653,51044,92
705,86037,63212,40
706,93035,25805,23
707,54114,92548,32
708,49807,94544,98
709,81570,3346,81
710,45211,13497,55
711,30512,76535,54
712,36830,79630,77
713,49724,63177,7
714,60520,9032,60
715,38768,41074,93
716,10303,2503,13
717,10238,76016,51
718,6354,75332,47
719,75499,88143,93
720,70528,41559,13
721,64518,25071,6
722,93102,1634,51
723,42587,15950,69
724,80129,49750,35
725,71452,98027,73
726,68026,5380,91
727,30480,57366,94
728,46460,9512,40
729,29631,36919,14
730,42813,95232,75
731,20046,6559,102
732,71255,52413,82
733,85574,42198,56
734,55667,58465,40
735,62448,96758,38
736,26298,32951,58
737,76533,67654,85
738,39245,75882,104
739,31441,4582,36
740,69574,83778,65
741,60801,15537,87
742,45406,4089,54
743,15202,55805,68
744,6857,28725,12
745,12416,64239,103
746,39713,93106,64
747,12227,88168,11
748,58220,66965,67
749,2341,58514,18
750,90141,62683,72
751,79092,84649,65
752,3879,4857,94
753,32603,43248,95
754,99899,95184,31
755,47356,71098,6
756,34939,49956,67
757,89429,68017,89
758,69314,11805,78
759,47227,60683,82
760,45834,74062,36
761,52061,40218,41
762,59351,47389,42
763,15113,25610,39
764,93719,69459,79
765,53596,994,87
766,77437,50650,7
767,57350,28949,93
768,74593,10487,12
769,61649,70455,53
770,18582,68851,83
771,61296,53325,27
772,46715,26578,51
773,90404,82918,10
774,38869,2696,49
775,72110,97818,53
776,49353,32220,54
777,80615,26317,2
778,33381,52955,33
779,22478,72120,33
780,72443,10476,19
781,83790,94938,41
782,64588,88799,53
783,54764,7596,90
784,16500,40532,94
785,93146,31518,46
786,56276,41531,61
787,35633,83377,94
788,28732,36788,70
789,85565,82538,82
790,52884,40344,19
791,39851,6483,62
792,32153,65065,99
793,97812,49883,93
794,91563,15215,9
795,45996,38754,70
796,43612,76844,16
797,40782,34352,69
798,18555,96305,86
799,62093,44699,62
800,59378,72558,77
801,5373,17638,14
802,7545,32024,56
803,85141,9609,14
804,18361,87024,74
805,81513,70487,49
806,26567,27772,89
807,69759,65584,18
808,49586,49058,53
809,72209,88939,48
810,71617,59130,61
811,67811,22671,38
812,94398,68429,72
813,25581,67524,43
814,14822,36248,33
815,30391,68862,55
816,62925,33629,26
817,62074,80678,79
818,24592,30915,40
819,25765,40260,43
820,92660,15811,65
821,6509,69792,9
822,89032,50088,17
823,40775,77158,8
824,29214,89728,66
825,54982,1073,7
826,18752,53932,62
827,96223,9019,47
828,42629,18925,23
829,49831,29713,49
830,80871,513,30
831,54733,30118,20
832,73819,95794,18
833,29208,8008,5
834,33861,8489,57
835,78814,90499,71
836,10126,77725,98
837,14784,25347,79
838,98150,45526,58
839,10694,26170,73
840,97303,86565,95
841,40349,80448,15
842,69963,53960,16
843,49081,78238,18
844,90134,8802,57
845,93500,19092,5
846,481,653,101
847,93602,82791,35
848,29386,94112,77
849,16290,42593,104
850,6138,36265,60
851,95913,73640,98
852,51143,15835,65
853,12212,16146,46
854,51688,94377,49
855,63364,43005,91
856,94456,99860,60
857,69071,67762,80
858,43436,72702,49
859,20916,59772,31
860,97951,9226,10
861,62609,93931,43
862,26296,35954,88
863,10557,4699,86
864,53870,34046,54
865,17443,85252,72
866,32804,28408,35
867,37395,59482,6
868,69783,38574,22
869,81086,46934,57
870,75358,93806,90
871,3446,92847,23
872,37437,5646,72
873,83764,33637,97
874,84862,62813,92
875,2875,46530,22
876,96417,16007,6
877,51664,563,63
878,17039,88739,35
879,33194,86928,86
880,77277,82998,63
881,7274,32153,28
882,90801,24076,31
883,8687,51273,22
884,98064,20670,98
885,95791,36506,92
886,69694,25390,93
887,16912,87297,90
888,36309,12347,38
889,58081,83675,101
890,58989,18818,80
891,18137,1532,35
892,64242,22659,87
893,70819,62371,64
894,92468,99465,69
895,54202,92837,98
896,24980,83449,93
897,36771,53249,35
898,60297,97503,41
899,16410,93405,67
900,74143,23911,1
901,14198,75700,45
902,62770,37438,19
903,98553,53686,41
904,91753,90727,59
905,40828,24664,33
906,19530,93843,20
907,32945,42837,3
908,21027,77016,15
909,67109,17425,71
910,71520,82857,39
911,50790,43914,65
912,74508,95678,54
913,71782,78012,12
914,69043,73056,19
915,3666,82872,58
916,52818,70960,90
917,90402,69861,54
918,58210,56115,31
919,48110,53323,103
920,88037,95647,9
921,92303,88249,38
922,24890,20813,91
923,37965,39422,35
924,48163,4778,18
925,69186,44366,73
926,64627,54017,66
927,41765,70838,21
928,58104,14882,43
929,23786,71224,34
930,18996,22797,101
931,74798,62264,90
932,18093,17806,50
933,97696,7325,78
934,52506,37096,77
935,68592,68095,26
936,54918,55475,83
937,86184,10350,88
938,51420,49009,54
939,11946,45063,76
940,39935,50303,28
941,7986,38455,69
942,73445,13571,92
943,76990,758,20
944,95534,95974,23
945,3127,28088,89
946,88314,20015,75
947,36040,63840,48
948,39613,92904,80
949,57994,18740,11
950,31250,23089,35
951,97884,1886,63
952,69866,31219,27
953,60683,18932,50
954,98789,92784,88
955,38511,54723,93
956,4782,75499,50
957,15887,14066,39
958,76031,10439,94
959,86390,47258,71
960,13524,9220,100
961,18358,21867,46
962,29851,23306,38
963,12614,9212,104
964,91868,70521,63
965,42869,8811,102
966,8970,71958,92
967,1926,39710,90
968,11493,86880,25
969,39365,53897,49
970,94192,20684,89
971,95913,42135,52
972,4190,26444,74
973,35462,67942,36
974,88113,96281,34
975,72914,23777,64
976,58353,52494,11
977,50152,40780,36
978,14551,5671,87
979,84137,61981,25
980,8511,34711,89
981,76251,93679,31
982,26667,1758,91
983,78391,5109,38
984,73762,49252,72
985,16034,72823,38
986,2222,20658,52
987,22451,27096,31
988,44191,47761,95
989,43291,39974,93
990,92720,40472,54
991,14034,77583,5
992,2420,48816,49
993,12352,82774,6
994,50079,26933,28
995,5244,51119,37
996,81418,17986,99
997,71409,97566,29
998,57856,38129,20
999,96292,66650,72
1000,36836,79070,93
1001,96478,7986,96
1002,63883,84541,34
1003,65008,31559,35
1004,91333,36742,8
1005,17400,92729,96
1006,47627,80062,12
1007,46363,25784,32
1008,67141,63450,69
1009,4238,29476,58
1010,70668,4513,5
1011,64504,52699,44
1012,37839,34437,9
1013,53283,25548,65
1014,58218,62540,61
1015,95924,43505,43
1016,68853,4606,54
1017,60647,59207,87
1018,13312,42682,39
1019,72520,12511,53
1020,61969,23735,79
1021,94553,86294,34
1022,40215,69916,96
1023,56459,20832,84
1024,93022,45288,83
1025,37843,93704,6
1026,6171,28583,62
1027,14714,21325,38
1028,50201,92321,13
1029,6617,82167,15
1030,49044,88971,85
1031,35327,81238,29
1032,18423,19935,49
1033,14289,80936,16
1034,32394,23773,13
1035,81271,24686,61
1036,23461,87575,84
1037,32406,3481,54
1038,84711,91829,48
1039,31858,37300,94
1040,23988,76968,22
1041,79387,37950,10
1042,38953,63311,26
1043,68411,86321,6
1044,22155,91127,80
1045,20274,2896,33
1046,307,23120,39
1047,66302,60576,72
1048,53932,26177,42
1049,2248,47732,85
1050,91853,47953,72
1051,84686,2145,86
1052,13869,99460,5
1053,60032,82592,74
1054,92221,38585,56
1055,96474,31961,88
1056,68365,84029,67
1057,67567,49549,13
1058,88792,31821,2
1059,34387,38250,94
1060,37690,281,70
1061,20231,50159,60
1062,56357,47965,1
1063,1639,90480,95
1064,41483,6227,102
1065,48286,1470,33
1066,81464,10507,96
1067,30335,87893,50
1068,76827,43498,13
1069,94512,39642,45
1070,49770,88782,68
1071,31951,64918,87
1072,86316,54254,77
1073,72983,29632,56
1074,86637,5792,66
1075,49930,16621,99
1076,96828,46824,42
1077,86764,3711,31
1078,90606,41409,80
1079,29346,86474,101
1080,64379,37550,37
1081,80602,46360,41
1082,72443,43818,17
1083,51754,9953,4
1084,62810,52984,27
1085,58571,61821,10
1086,984,47913,92
1087,54366,74368,43
1088,36214,25981,54
1089,97210,39167,87
1090,68045,71618,13
1091,70941,83987,48
1092,70388,10486,8
1093,70386,11774,42
1094,1202,75324,80
1095,8597,88515,66
1096,74072,8871,11
1097,69013,28833,95
1098,73051,57415,85
1099,41724,91327,5
1100,15889,7913,54
1101,56748,60066,56
1102,12730,79706,93
1103,61032,19880,92
1104,57301,4270,7
1105,25617,22955,8
1106,47779,15603,36
1107,35506,83645,11
1108,32590,53763,7
1109,19881,10091,58
1110,67437,49143,62
1111,97400,78376,58
1112,13890,51300,62
1113,42141,50957,11
1114,98276,70706,88
1115,54249,88871,42
1116,61327,80141,37
1117,57464,73096,51
1118,29110,10210,96
1119,81842,83384,13
1120,9900,57237,80
1121,72610,78357,42
1122,86478,93219,21
1123,1256,6757,104
1124,24902,42648,98
1125,1304,84695,78
1126,49320,17249,28
1127,29784,9236,65
1128,3143,82391,52
1129,63402,15817,76
1130,79208,98269,63
1131,67102,59707,53
1132,34070,38988,94
1133,42400,75255,70
1134,2119,29095,51
1135,5526,89683,76
1136,38002,79694,6
1137,69353,12840,103
1138,62487,96384,50
1139,45074,30652,47
1140,54333,94386,56
1141,7405,28817,33
1142,11153,44186,70
1143,39043,54664,55
1144,71689,61160,76
1145,93571,84638,65
1146,69081,38362,2
1147,80461,95281,75
1148,47349,92966,70
1149,98521,81404,72
1150,88005,45527,31
1151,52885,9963,4
1152,30297,67234,5
1153,99618,4778,85
1154,961,24860,104
1155,4005,39730,40
1156,40687,76942,5
1157,72749,42799,24
1158,78695,16889,12
1159,95671,88612,72
1160,74064,14472,2
1161,61784,25851,40
1162,93305,76629,21
1163,57277,90355,5
1164,73545,34801,25
1165,63526,39263,26
1166,15959,34924,76
1167,63660,58606,70
1168,63774,90976,77
1169,62333,50837,62
1170,33302,37249,23
1171,41147,20436,92
1172,29479,90637,95
1173,9838,139,77
1174,33226,4260,60
1175,44801,94447,65
1176,95489,75424,80
1177,25402,72577,78
1178,70673,88454,74
1179,6845,76409,56
1180,6567,78970,104
1181,21078,52972,31
1182,99072,35577,32
1183,15561,62979,4
1184,6822,91161,44
1185,35086,96212,7
1186,45566,95789,52
1187,96213,40715,9
1188,96264,3409,8
1189,77835,64963,92
1190,11519,14578,92
1191,63730,49336,1
1192,62006,7612,16
1193,12022,99697,102
1194,12014,46783,7
1195,65825,57752,30
1196,93509,95846,74
1197,8218,81676,29
1198,78223,80182,10
1199,18645,4847,39
1200,69683,35349,18
1201,62706,91062,68
1202,4949,84137,83
1203,20717,2801,33
1204,83162,29149,38
1205,30251,76454,52
1206,27800,43067,102
1207,64923,99005,48
1208,66794,87286,73
1209,27607,33292,79
1210,18161,12803,90
1211,42056,7199,21
1212,95650,75299,51
1213,15684,13139,89
1214,85193,54472,94
1215,22858,42087,23
1216,96475,45325,14
1217,65721,18539,51
1218,29262,42360,54
1219,22195,27857,36
1220,47576,20119,77
1221,94311,82353,2
1222,1117,67337,24
1223,81289,34191,76
1224,63086,88824,62
1225,4013,22727,96
1226,87473,64695,58
1227,73000,6675,24
1228,83680,49302,38
1229,20156,88501,68
1230,89416,2083,10
1231,15226,45575,51
1232,71430,59035,81
1233,74198,27407,80
1234,96129,38892,73
1235,80409,78201,12
1236,6529,24361,59
1237,36127,6359,92
1238,22717,43593,46
1239,80668,20051,44
1240,35781,4523,52
1241,33133,14862,57
1242,97903,86659,24
1243,77920,52744,72
1244,9845,38970,101
1245,61077,57080,17
1246,77156,81831,9
1247,7229,99829,59
1248,3583,12106,43
1249,34484,38938,95
1250,64093,16911,20
1251,89865,89486,14
1252,92745,21257,95
1253,18237,69134,70
1254,25976,69733,99
1255,99397,58763,75
1256,39871,93821,54
1257,13516,12564,64
1258,57276,68116,37
1259,62512,69382,30
1260,27405,17782,79
1261,14029,41243,23
1262,50142,57634,52
1263,43098,90572,44
1264,63498,71019,37
1265,89070,64706,65
1266,38498,91437,48
1267,21586,8125,92
1268,57031,21129,56
1269,20948,92127,5
1270,74038,51968,11
1271,89407,4207,6
1272,79136,55044,89
1273,64201,9967,15
1274,35002,84876,17
1275,30093,28762,10
1276,5105,16088,1
1277,18088,71809,84
1278,27667,7172,103
1279,27821,57954,101
1280,29156,79881,88
1281,56904,78799,87
1282,58640,84377,104
1283,49619,36573,20
1284,62640,33803,58
1285,22471,20714,88
1286,94813,34726,76
1287,35997,27880,46
1288,2772,9069,85
1289,15388,73541,15
1290,90898,72664,64
1291,52016,85802,89
1292,16543,5499,65
1293,19319,81811,15
1294,96105,8755,23
1295,86224,33412,13
1296,39979,51032,100
1297,27451,41173,11
1298,38878,1831,101
1299,25176,68831,46
1300,2018,40350,45
1301,49268,21192,59
1302,3419,8779,28
1303,78321,99418,47
1304,23205,42185,59
1305,77668,97145,79
1306,23498,70871,86
1307,76997,12693,99
1308,85915,80872,89
1309,56980,45349,53
1310,99200,74177,76
1311,6415,21418,71
1312,74500,83722,68
1313,27370,37868,38
1314,10179,26770,61
1315,20902,50769,76
1316,24965,9112,34
1317,33049,21381,54
1318,37446,21378,53
1319,31628,41175,8
1320,43802,33685,65
1321,86251,41894,39
1322,95921,75553,82
1323,29240,59711,86
1324,97498,13436,54
1325,88244,63254,44
1326,22810,95968,45
1327,92468,58693,94
1328,36564,49269,99
1329,71378,91960,18
1330,64630,44265,97
1331,19155,53494,36
1332,90048,39213,15
1333,92903,2382,17
1334,38028,71038,38
1335,46838,30059,56
1336,93589,58370,50
1337,2270,22858,66
1338,2503,55513,91
1339,28307,29030,23
1340,16601,65745,93
1341,72625,42498,54
1342,8410,29545,79
1343,61991,50840,46
1344,83470,25029,40
1345,81112,4382,20
1346,75608,50788,51
1347,79444,26963,63
1348,10783,84467,33
1349,75593,79078,59
1350,99282,53442,70
1351,38705,59701,19
1352,26578,1765,17
1353,82302,51888,62
1354,670,24836,63
1355,95381,8703,18
1356,61407,61997,15
1357,87518,94582,16
1358,8957,16373,14
1359,30211,39376,95
1360,40731,21637,93
1361,99769,12431,16
1362,91413,66961,79
1363,18544,87514,61
1364,46683,4489,54
1365,16082,72932,70
1366,67115,72413,66
